VTDID,PCTNAME,PCTCODE,MCDNAME,COUNTYNAME,COUNTYCODE,CONGDIST,MNSENDIST,MNLEGDIST,CTYCOMDIST,JUDDIST,SWCDIST,WARD,HOSPDIST,PARKDIST,TABMODEL,MAILBALLOT,REG7AM,EDR,SIGNATURES,AB_MB,FEDONLYAB,PRESONLYAB,TOTVOTING,USPRSR,USPRSDFL,USPRSLIB,USPRSWTP,USPRSG,USPRSSLP,USPRSSWP,USPRSJFA,USPRSIND,USPRSWI,USPRSTOTAL,USSENR,USSENDFL,USSENLIB,USSENIA,USSENWI,USSENTOTAL,USREPR,USREPDFL,USREPWI,USREPTOTAL,MNSENR,MNSENDFL,MNSENWI,MNSENTOTAL,MNLEGR,MNLEGDFL,MNLEGWI,MNLEGTOTAL,MNCA1YES,MNCA1NO,MNCA1EST,MNCA1TOTAL,RV_TOTAL,turnout,trump_share_2024,harris_share_2024,trump_share_2020,biden_share_2020
270290065,Itasca Twp,65,Itasca Twp,Clearwater,15,8,2,2B,2,9,8029,no data,no data,no data,Digital Scan 200,NO,110,0,88,21,0,0,109,69,39,0,0,0,0,0,0,0,1,109,59,42,4,2,0,107,67,38,0,105,0,0,0,0,69,37,0,106,55,46,8,109,110,0.990909091,0.6330275229357798,0.3577981651376147,0.5816326530612245,0.4081632653061224
270290070,La Prairie Twp,70,La Prairie Twp,Clearwater,15,8,2,2B,2,9,8029,no data,no data,no data,Digital Scan 200,NO,215,39,151,17,0,0,168,54,110,1,2,1,0,0,0,0,0,168,41,112,1,4,0,158,44,108,0,152,0,0,0,0,43,115,0,158,122,20,26,168,254,0.6614173228346457,0.3214285714285714,0.6547619047619048,0.2721518987341772,0.7215189873417721
270290075,Leon Twp,75,Leon Twp,Clearwater,15,8,2,2A,4,9,8029,no data,no data,no data,Digital Scan 200,NO,239,16,184,30,0,0,214,181,31,0,2,0,0,0,0,0,0,214,172,38,1,0,0,211,178,32,0,210,0,0,0,0,168,40,1,209,79,115,20,214,255,0.8392156862745098,0.8457943925233645,0.1448598130841121,0.875,0.125
270290085,Minerva Twp,85,Minerva Twp,Clearwater,15,8,2,2B,2,9,8029,no data,no data,no data,Digital Scan 200,NO,173,19,129,26,0,0,155,131,18,2,1,1,0,0,1,1,0,155,119,31,5,0,0,155,133,20,0,153,0,0,0,0,132,19,0,151,65,80,10,155,192,0.8072916666666666,0.8451612903225807,0.1161290322580645,0.7960526315789473,0.1973684210526315
270290090,Moose Creek Twp,90,Moose Creek Twp,Clearwater,15,8,2,2B,3,9,8029,no data,no data,no data,Digital Scan 200,NO,189,8,122,41,0,0,163,116,43,0,1,0,0,0,0,0,1,161,99,52,4,3,0,158,114,44,0,158,0,0,0,0,119,40,0,159,82,59,22,163,197,0.817258883,0.7204968944099379,0.2670807453416149,0.6686746987951807,0.3192771084337349
270290095,Nora Twp,95,Nora Twp,Clearwater,15,8,2,2B,2,9,8029,no data,no data,no data,Digital Scan 200,NO,324,15,216,86,0,0,302,246,54,0,1,0,0,0,0,0,0,301,215,74,3,3,0,295,233,61,0,294,0,0,0,0,233,57,0,290,131,136,35,302,339,0.887905605,0.8172757475083057,0.1794019933554817,0.7743055555555556,0.2048611111111111
270290100,Pine Lake Twp,100,Pine Lake Twp,Clearwater,15,8,2,2A,5,9,8029,no data,no data,no data,Digital Scan 200,NO,232,10,157,45,0,0,202,152,49,0,1,0,0,0,0,0,0,202,140,56,0,2,0,198,148,49,0,197,0,0,0,0,141,55,0,196,100,85,17,202,242,0.8347107438016529,0.7524752475247525,0.2425742574257425,0.7004830917874396,0.2946859903381642
270290105,Popple Twp,105,Popple Twp,Clearwater,15,8,2,2B,1,9,8029,no data,no data,no data,Digital Scan 200,NO,332,25,244,69,0,0,313,229,75,3,3,1,0,0,0,0,1,312,206,90,7,4,0,307,224,77,0,301,0,0,0,0,220,78,0,298,144,125,44,313,357,0.8739495798319328,0.7339743589743589,0.2403846153846154,0.6793103448275862,0.296551724
270290110,Rice Twp,110,Rice Twp,Clearwater,15,8,2,2B,2,9,8029,no data,no data,no data,Digital Scan 200,YES,111,0,93,0,0,0,93,59,34,0,0,0,0,0,0,0,0,93,50,39,0,0,0,89,54,34,0,88,0,0,0,0,55,34,0,89,50,42,1,93,111,0.8378378378378378,0.6344086021505376,0.3655913978494624,0.6914893617021277,0.2659574468085106
270290115,Shevlin,115,Shevlin,Clearwater,15,8,2,2B,3,9,8029,no data,no data,no data,Digital Scan 200,NO,80,13,66,10,0,0,76,64,12,0,0,0,0,0,0,0,0,76,57,15,1,1,0,74,58,15,0,73,0,0,0,0,60,15,0,75,47,22,7,76,93,0.8172043010752689,0.8421052631578947,0.1578947368421052,0.8378378378378378,0.1351351351351351
270290120,Shevlin Twp,120,Shevlin Twp,Clearwater,15,8,2,2B,3,9,8029,no data,no data,no data,Digital Scan 200,NO,304,29,243,44,0,0,287,241,42,1,0,1,0,0,1,0,1,287,207,58,4,3,0,272,224,48,0,272,0,0,0,0,226,47,0,273,139,110,38,287,333,0.8618618618618619,0.8397212543554007,0.1463414634146341,0.8085106382978723,0.1843971631205673
270290125,Sinclair Twp,125,Sinclair Twp,Clearwater,15,8,2,2A,4,9,8029,no data,no data,no data,Digital Scan 200,NO,112,6,74,28,0,0,102,85,16,0,0,0,0,0,0,0,0,101,76,22,3,0,0,101,81,19,0,100,0,0,0,0,81,17,0,98,47,51,4,102,118,0.8559322033898306,0.8415841584158416,0.1584158415841584,0.8090909090909091,0.1909090909090909
270290130,Winsor Twp,130,Winsor Twp,Clearwater,15,8,2,2A,5,9,8029,no data,no data,no data,Digital Scan 200,NO,75,4,47,17,0,0,64,46,17,0,1,0,0,0,0,0,0,64,37,22,1,0,0,60,45,15,0,60,0,0,0,0,40,19,0,59,31,28,5,64,79,0.810126582,0.71875,0.265625,0.6935483870967742,0.2903225806451613
270310005,Magney P-3,5,East Cook Unorg,Cook,16,8,3,3A,1,6,3031,no data,340,no data,Digital Scan 200,YES,117,8,0,110,4,0,114,50,60,0,2,1,0,0,0,0,0,113,43,65,4,0,0,112,49,61,0,110,0,0,0,0,49,54,0,105,71,35,8,114,125,0.904,0.4424778761061947,0.5309734513274337,0.3097345132743362,0.6548672566371682
270310020,Grand Portage P-1,20,Grand Portage Unorg,Cook,16,8,3,3A,1,6,3031,no data,340,no data,Digital Scan 200,YES,220,8,0,166,1,0,167,51,114,1,0,0,0,0,1,0,0,167,36,121,4,2,0,163,47,113,0,160,0,0,0,0,51,107,0,162,147,15,5,167,228,0.7324561403508771,0.3053892215568862,0.6826347305389222,0.2587064676616915,0.7313432835820896
270310025,Hovland P-2,25,East Cook Unorg,Cook,16,8,3,3A,1,6,3031,no data,340,no data,Digital Scan 200,YES,237,16,0,227,1,0,228,80,136,3,3,1,0,0,0,1,2,226,75,140,4,1,0,220,81,141,0,222,0,0,0,0,84,132,0,219,175,44,9,228,253,0.8932806324110671,0.3539823008849557,0.6017699115044248,0.3127572016460905,0.6502057613168725
270310040,Gunflint Trail P-8,40,West Cook Unorg,Cook,16,8,3,3A,4,6,3031,no data,340,no data,Digital Scan 200,YES,307,7,0,267,2,0,269,94,165,3,2,1,0,0,0,0,0,265,89,167,3,3,0,262,98,164,0,262,0,0,0,0,97,152,0,256,216,37,16,269,314,0.8439490445859873,0.3547169811320754,0.6226415094339622,0.3315926892950391,0.6266318537859008
270310045,Schroeder Twp P-12,45,Schroeder Twp,Cook,16,8,3,3A,5,6,3031,no data,340,no data,Digital Scan 200,YES,121,4,0,105,0,0,105,34,68,0,2,0,0,0,0,0,0,104,33,67,2,1,0,103,38,65,0,103,0,0,0,0,43,58,0,101,85,16,4,105,125,0.832,0.3269230769230769,0.6538461538461539,0.3388429752066115,0.6611570247933884
270310050,Tofte Twp P-11,50,Tofte Twp,Cook,16,8,3,3A,5,6,3031,no data,340,no data,Digital Scan 200,YES,187,6,0,161,0,0,161,52,107,0,0,1,0,0,0,0,0,160,45,108,4,1,1,159,51,105,0,156,0,0,0,0,55,96,0,155,130,19,12,161,193,0.8290155440414507,0.325,0.66875,0.3371428571428571,0.6342857142857142
270310055,Croftville P-4,55,West Cook Unorg,Cook,16,8,3,3A,2,6,3031,no data,340,no data,Digital Scan 200,YES,286,12,0,261,1,0,262,105,152,0,0,3,0,0,0,0,1,261,92,158,3,1,0,254,105,149,0,254,0,0,0,0,106,139,0,246,187,63,12,262,298,0.8758389261744967,0.4022988505747126,0.5823754789272031,0.2738853503184713,0.6942675159235668
270310060,Pike Lake P-9,60,West Cook Unorg,Cook,16,8,3,3A,5,6,3031,no data,340,no data,Digital Scan 200,YES,118,6,0,101,0,0,101,34,66,0,1,0,0,0,0,0,0,101,27,71,1,2,0,101,34,66,0,100,0,0,0,0,39,58,0,99,88,11,2,101,124,0.8145161290322581,0.3366336633663366,0.6534653465346535,0.3306451612903225,0.6532258064516129
270310065,Maple Hill P-8A,65,West Cook Unorg,Cook,16,8,3,3A,4,6,3031,no data,340,no data,Digital Scan 200,YES,314,15,0,307,1,0,308,121,179,0,2,1,0,0,0,1,3,307,119,181,1,2,0,303,133,170,0,303,0,0,0,0,127,167,0,296,229,64,15,308,329,0.933130699,0.3941368078175896,0.5830618892508144,0.3988326848249027,0.5817120622568094
270310070,Colvill P-8B,70,East Cook Unorg,Cook,16,8,3,3A,4,6,3031,no data,340,no data,Digital Scan 200,YES,339,28,0,330,4,0,334,97,224,1,4,3,1,0,0,0,4,334,80,238,8,4,0,330,99,229,0,328,0,0,0,0,104,207,0,321,278,41,15,334,367,0.9100817438692098,0.2904191616766467,0.6706586826347305,,
270350085,Cuyuna City,85,Cuyuna,Crow Wing,18,8,6,6A,5,9,8035,no data,350,no data,ImageCast Central,YES,211,10,0,194,0,0,194,114,74,1,3,0,0,0,0,0,1,193,103,83,3,1,0,190,118,72,0,190,0,0,0,0,121,67,0,188,142,44,8,194,221,0.8733031674208145,0.5906735751295337,0.3834196891191709,0.5964912280701754,0.3859649122807017
270350100,Dean Lake Prec,100,Dean Lake Unorg,Crow Wing,18,8,6,6A,5,9,8035,no data,350,no data,ImageCast Central,YES,98,1,0,88,0,0,88,67,21,0,0,0,0,0,0,0,0,88,59,27,0,0,0,86,63,22,0,85,0,0,0,0,61,22,0,83,55,27,6,88,99,0.8888888888888888,0.7613636363636364,0.2386363636363636,0.7333333333333333,0.2533333333333333
270350105,Deerwood City,105,Deerwood,Crow Wing,18,8,6,6A,5,9,8035,no data,350,no data,ImageCast Central,YES,297,19,0,256,2,0,258,152,100,0,2,1,0,0,0,0,0,255,141,107,0,5,0,253,152,99,0,251,0,0,0,0,156,84,0,240,185,50,23,258,316,0.8069620253164557,0.596078431,0.392156863,0.5617529880478087,0.3904382470119522
270350120,Fairfield Twp,120,Fairfield Twp,Crow Wing,18,8,6,6A,5,9,8035,no data,350,no data,ImageCast Evolution,NO,282,3,184,73,1,0,258,156,93,3,1,0,0,0,0,2,0,255,146,101,4,1,0,252,164,89,0,253,0,0,0,0,170,75,0,245,176,64,18,258,285,0.8947368421052632,0.611764706,0.3647058823529411,0.6220472440944882,0.3700787401574803
270350130,Fort Ripley City,130,Fort Ripley,Crow Wing,18,8,10,10A,1,9,8035,no data,no data,no data,ImageCast Central,YES,57,0,0,52,0,0,52,42,7,0,0,0,0,0,0,1,0,50,39,12,0,1,0,52,45,7,0,52,0,0,0,0,43,9,0,52,33,15,4,52,57,0.8771929824561403,0.84,0.14,0.7777777777777778,0.2222222222222222
270350140,Gail Lake Twp,140,Gail Lake Twp,Crow Wing,18,8,6,6A,2,9,8035,no data,no data,no data,ImageCast Central,YES,64,8,0,62,0,0,62,58,4,0,0,0,0,0,0,0,0,62,52,7,0,1,0,60,57,4,0,61,0,0,0,0,56,4,0,60,33,26,3,62,72,0.8611111111111112,0.935483871,0.064516129,0.8490566037735849,0.1509433962264151
270350145,Garrison City,145,Garrison,Crow Wing,18,8,6,6A,1,9,8035,no data,no data,no data,ImageCast Central,YES,122,8,0,108,0,0,108,72,33,0,1,0,0,0,0,0,1,107,67,40,0,0,0,107,76,30,0,106,0,0,0,0,76,28,0,104,80,21,7,108,130,0.823076923,0.6728971962616822,0.308411215,0.6632653061224489,0.3265306122448979
270350165,Riverton City,165,Riverton,Crow Wing,18,8,6,6A,5,9,8035,no data,350,no data,ImageCast Central,YES,73,4,0,67,0,0,67,35,30,0,1,0,0,0,0,0,0,66,27,36,0,2,0,65,34,29,0,63,0,0,0,0,34,28,0,62,61,3,3,67,77,0.8571428571428571,0.5303030303030303,0.4545454545454545,0.6065573770491803,0.3770491803278688
270350170,Ironton City,170,Ironton,Crow Wing,18,8,6,6A,5,9,8035,no data,350,no data,ImageCast Evolution,NO,336,33,250,49,0,0,299,193,100,0,1,1,0,0,0,0,2,297,168,114,7,2,1,292,192,100,0,292,0,0,0,0,194,95,0,289,230,51,18,299,369,0.8048780487804879,0.6498316498316499,0.3367003367003367,0.6270627062706271,0.3465346534653465
270350175,Jenkins City,175,Jenkins,Crow Wing,18,8,6,6B,2,9,8035,no data,no data,no data,ImageCast Central,YES,316,27,0,292,0,0,292,203,76,0,6,0,0,0,0,0,2,287,188,82,1,10,0,281,198,77,0,275,0,0,0,0,197,67,0,279,204,70,18,292,343,0.8367346938775511,0.7073170731707317,0.2648083623693379,0.780991736,0.1983471074380165
270350180,Jenkins Twp,180,Jenkins Twp,Crow Wing,18,8,6,6B,2,9,8035,no data,no data,no data,ImageCast Central,YES,357,14,0,325,1,0,326,228,95,2,0,0,0,0,0,0,0,325,203,109,8,1,0,321,223,87,0,310,0,0,0,0,229,78,0,311,223,83,20,326,371,0.876010782,0.7015384615384616,0.2923076923076923,0.707641196,0.2823920265780731
270350195,Little Pine Twp,195,Little Pine Twp,Crow Wing,18,8,6,6A,5,9,8035,no data,350,no data,ImageCast Central,YES,73,2,0,65,0,0,65,41,24,0,0,0,0,0,0,0,0,65,38,26,0,0,0,64,41,22,0,63,0,0,0,0,43,20,0,63,47,14,4,65,75,0.8666666666666667,0.6307692307692307,0.3692307692307692,0.6071428571428571,0.3571428571428571
270350205,Manhattan Beach City,205,Manhattan Beach,Crow Wing,18,8,6,6A,5,9,8035,no data,no data,no data,ImageCast Central,YES,54,0,0,47,0,0,47,38,9,0,0,0,0,0,0,0,0,47,34,12,0,0,0,46,37,10,0,47,0,0,0,0,37,8,0,45,28,17,2,47,54,0.8703703703703703,0.8085106382978723,0.1914893617021276,0.7608695652173914,0.2391304347826087
270350245,Perry Lake Twp,245,Perry Lake Twp,Crow Wing,18,8,6,6A,5,9,8035,no data,350,no data,ImageCast Central,YES,221,17,0,214,0,0,214,161,46,0,2,0,0,0,0,0,2,211,145,62,2,0,0,209,165,44,0,209,0,0,0,0,167,42,0,209,146,57,11,214,238,0.8865546218487395,0.7630331753554502,0.2180094786729857,0.755,0.245
270350250,Platte Lake Twp,250,Platte Lake Twp,Crow Wing,18,8,10,10A,1,9,8035,no data,no data,no data,ImageCast Central,YES,232,14,0,202,0,0,202,160,39,0,2,0,0,0,0,0,0,201,141,49,1,6,0,197,154,43,0,197,0,0,0,0,148,42,0,190,119,70,13,202,246,0.8170731707317073,0.7960199004975125,0.1940298507462686,0.7591623036649214,0.2356020942408377
270350255,Rabbit Lake Twp,255,Rabbit Lake Twp,Crow Wing,18,8,6,6A,5,9,8035,no data,350,no data,ImageCast Central,YES,271,10,0,244,1,0,245,164,74,3,2,2,0,0,0,0,0,245,139,90,0,6,0,235,168,66,0,234,0,0,0,0,170,59,0,229,177,52,16,245,281,0.8718861209964412,0.6693877551020408,0.3020408163265306,0.6991150442477876,0.2964601769911504
270350265,Ross Lake Twp,265,Ross Lake Twp,Crow Wing,18,8,6,6A,5,9,8035,no data,no data,no data,ImageCast Central,YES,169,3,0,162,0,0,162,89,69,1,0,0,0,0,0,0,1,160,81,71,3,5,0,160,95,66,0,161,0,0,0,0,92,66,0,158,137,17,8,162,172,0.9302325581395348,0.55625,0.43125,0.4489795918367347,0.5102040816326531
270350280,Timothy Twp,280,Timothy Twp,Crow Wing,18,8,6,6A,2,9,8035,no data,no data,no data,ImageCast Central,YES,132,10,0,128,0,0,128,89,35,1,0,1,0,0,0,0,2,128,83,39,1,1,0,124,90,37,0,127,0,0,0,0,89,36,0,125,89,30,9,128,142,0.9014084507042254,0.6953125,0.2734375,0.6974789915966386,0.2436974789915966
270350285,Trommald City,285,Trommald,Crow Wing,18,8,6,6A,5,9,8035,no data,350,no data,ImageCast Central,YES,72,3,0,62,0,0,62,37,24,0,0,1,0,0,0,0,0,62,34,26,1,1,0,62,38,24,0,62,0,0,0,0,38,23,0,61,43,17,2,62,75,0.8266666666666667,0.5967741935483871,0.3870967741935484,0.6346153846153846,0.3269230769230769
270350290,Wolford Twp,290,Wolford Twp,Crow Wing,18,8,6,6A,5,9,8035,no data,350,no data,ImageCast Evolution,NO,311,17,221,64,0,0,285,191,87,0,3,1,0,0,0,0,2,284,161,109,4,1,0,275,191,88,0,279,0,0,0,0,191,83,0,274,204,60,21,285,328,0.8658536585365854,0.6725352112676056,0.306338028,0.6417910447761194,0.3432835820895522
270570010,Akeley Twp P-1,10,Akeley Twp,Hubbard,29,8,5,5A,4,9,8057,no data,no data,no data,Digital Scan 450,YES,252,12,0,220,0,0,220,137,79,0,1,0,0,0,0,0,2,219,127,86,3,2,0,218,139,75,0,214,0,0,0,0,140,70,1,211,149,54,17,220,264,0.8295454545454546,0.6255707762557078,0.3607305936073059,0.6327077747989276,0.3431635388739946
270570022,Clay Twp,22,Clay Twp,Hubbard,29,8,5,5A,4,9,8057,no data,no data,no data,Digital Scan 450,YES,65,3,0,62,0,0,62,38,18,1,0,0,0,0,0,0,3,60,33,23,2,1,0,59,43,17,0,60,0,0,0,0,42,17,0,59,53,8,1,62,68,0.8823529411764706,0.6333333333333333,0.3,0.6290322580645161,0.2741935483870967
270570025,Clover Twp,25,Clover Twp,Hubbard,29,8,5,5A,5,9,8057,no data,no data,no data,Digital Scan 200,NO,142,7,88,39,0,0,127,87,35,4,1,0,0,0,0,0,0,127,75,45,3,3,0,126,88,35,0,123,0,0,0,0,86,37,0,123,92,32,3,127,149,0.8523489932885906,0.6850393700787402,0.2755905511811024,0.7181818181818181,0.2727272727272727
270570040,Fern Twp,40,Fern Twp,Hubbard,29,8,2,2B,5,9,8057,no data,no data,no data,Digital Scan 200,NO,199,18,165,16,0,0,181,138,37,1,4,0,0,0,0,0,1,181,123,48,4,5,0,180,135,42,0,177,0,0,0,0,142,35,0,177,99,64,18,181,217,0.8341013824884793,0.7624309392265194,0.2044198895027624,0.7222222222222222,0.2575757575757575
270570060,Hendrickson Twp,60,Hendrickson Twp,Hubbard,29,8,5,5A,4,9,8057,no data,no data,no data,Digital Scan 450,YES,220,11,0,191,0,0,191,138,49,1,1,0,0,0,0,2,0,191,140,44,4,2,0,190,142,46,0,188,0,0,0,0,138,46,0,184,115,71,5,191,231,0.8268398268398268,0.7225130890052356,0.256544503,0.6818181818181818,0.3068181818181818
270570075,Lake Alice Twp,75,Lake Alice Twp,Hubbard,29,8,2,2B,5,9,8057,no data,no data,no data,Digital Scan 450,YES,70,5,0,65,0,0,65,45,19,1,0,0,0,0,0,0,0,65,40,22,2,0,0,64,47,17,0,64,0,0,0,0,46,18,0,64,42,21,2,65,75,0.8666666666666667,0.6923076923076923,0.2923076923076923,0.7049180327868853,0.2622950819672131
270570085,Lake George Twp,85,Lake George Twp,Hubbard,29,8,5,5A,5,9,8057,no data,no data,no data,Digital Scan 200,NO,319,19,233,60,0,0,293,202,83,2,1,1,1,0,0,1,1,292,173,111,3,0,1,288,204,82,1,287,0,0,0,0,203,80,1,284,154,121,18,293,338,0.863905325,0.6917808219178082,0.2842465753424658,0.7003610108303249,0.2743682310469314
270570090,Lake Hattie Twp,90,Lake Hattie Twp,Hubbard,29,8,2,2B,5,9,8057,no data,no data,no data,Digital Scan 200,NO,132,12,104,20,0,0,124,90,33,1,0,0,0,0,0,0,0,124,78,38,4,2,0,122,88,33,0,121,0,0,0,0,89,32,0,121,80,34,10,124,144,0.8611111111111112,0.7258064516129032,0.2661290322580645,0.6782608695652174,0.2608695652173913
270570097,Lakeport Twp P-2,97,Lakeport Twp,Hubbard,29,8,2,2B,4,9,8057,no data,no data,no data,Digital Scan 200,NO,45,8,32,11,0,0,43,28,12,0,3,0,0,0,0,0,0,43,27,15,1,0,0,43,28,14,1,43,0,0,0,0,29,13,1,43,30,12,1,43,53,0.8113207547169812,0.6511627906976745,0.2790697674418604,0.6,0.3777777777777777
270570100,Laporte,100,Laporte,Hubbard,29,8,5,5A,4,9,8057,no data,no data,no data,Digital Scan 450,YES,85,3,0,65,0,0,65,40,22,0,1,0,0,0,0,0,2,65,38,23,1,3,0,65,41,24,0,65,0,0,0,0,40,25,0,65,43,21,1,65,88,0.7386363636363636,0.6153846153846154,0.3384615384615385,0.620253165,0.3670886075949367
270570125,Rockwood Twp,125,Rockwood Twp,Hubbard,29,8,2,2B,5,9,8057,no data,no data,no data,Digital Scan 200,NO,332,21,255,49,0,0,304,193,106,1,4,0,0,0,0,0,0,304,175,122,5,1,0,303,195,105,0,300,0,0,0,0,198,100,0,298,193,88,23,304,353,0.8611898016997167,0.6348684210526315,0.3486842105263157,0.5993377483443708,0.3675496688741722
270570130,Schoolcraft Twp,130,Schoolcraft Twp,Hubbard,29,8,2,2B,5,9,8057,no data,no data,no data,Digital Scan 450,YES,92,2,0,79,0,0,79,51,24,0,3,1,0,0,0,0,0,79,48,28,3,0,0,79,50,27,0,77,0,0,0,0,51,26,0,77,49,28,2,79,94,0.8404255319148937,0.6455696202531646,0.3037974683544304,0.691358025,0.2716049382716049
270570135,Steamboat River Twp P-1,135,Steamboat River Twp,Hubbard,29,8,5,5A,4,9,8057,no data,no data,no data,Digital Scan 450,YES,98,5,0,86,0,0,86,47,38,1,0,0,0,0,0,0,0,86,42,42,0,0,0,84,49,36,0,85,0,0,0,0,48,36,0,84,74,8,4,86,103,0.8349514563106796,0.5465116279069767,0.4418604651162791,0.57,0.41
270610015,Ardenhurst Twp,15,Ardenhurst Twp,Itasca,31,8,3,3A,1,9,8061,no data,no data,no data,Digital Scan 200,YES,125,5,0,113,0,0,113,79,30,1,1,0,0,0,0,0,1,112,75,33,1,1,1,111,81,29,0,110,0,0,0,0,80,29,0,110,69,33,11,113,130,0.8615384615384616,0.7053571428571429,0.2678571428571428,0.6833333333333333,0.2833333333333333
270610020,Ball Club Prec,20,Ball Club Unorg,Itasca,31,8,2,2B,1,9,8061,no data,no data,no data,Digital Scan 200,YES,297,21,0,200,0,0,200,104,93,0,0,0,0,0,0,1,0,198,94,99,4,0,0,197,102,91,0,193,0,0,0,0,103,95,0,198,136,57,7,200,318,0.6226415094339622,0.5252525252525253,0.4696969696969697,0.4523809523809524,0.5380952380952381
270610040,Bearville Twp,40,Bearville Twp,Itasca,31,8,3,3A,5,9,8061,no data,no data,no data,Digital Scan 200,YES,167,3,0,149,0,0,149,72,76,0,0,0,0,0,0,0,0,148,65,80,0,2,0,147,82,63,0,145,0,0,0,0,83,57,0,144,96,48,5,149,170,0.8705882352941177,0.4864864864864865,0.5135135135135135,0.4680851063829787,0.5177304964539007
270610045,Bigfork,45,Bigfork,Itasca,31,8,3,3A,2,9,8061,no data,1430,no data,Digital Scan 200,YES,198,14,0,166,1,0,167,92,70,1,1,0,0,0,0,0,1,165,87,72,1,3,0,163,91,71,0,162,0,0,0,0,84,67,0,156,122,31,14,167,212,0.7783018867924528,0.5575757575757576,0.4242424242424242,0.582010582,0.3809523809523809
270610050,Bigfork Twp,50,Bigfork Twp,Itasca,31,8,3,3A,2,9,8061,no data,1430,no data,Digital Scan 200,YES,195,8,0,170,0,0,170,113,55,0,2,0,0,0,0,0,0,170,103,60,5,1,0,169,113,54,0,167,0,0,0,0,108,51,0,163,103,55,12,170,203,0.8374384236453202,0.6647058823529411,0.3235294117647059,0.6047904191616766,0.3592814371257485
270610065,Bowstring Twp,65,Bowstring Twp,Itasca,31,8,2,2B,1,9,8061,no data,no data,no data,Digital Scan 200,YES,159,4,0,128,0,0,128,64,63,0,0,0,0,0,0,0,0,127,52,70,5,0,0,127,64,62,0,126,0,0,0,0,64,58,0,122,94,28,6,128,163,0.7791411042944786,0.5039370078740157,0.4960629921259842,0.5138888888888888,0.4791666666666667
270610074,Calumet,74,Calumet,Itasca,31,8,7,7A,5,9,8061,no data,no data,no data,Digital Scan 200,YES,169,27,0,155,0,0,155,90,59,0,2,1,0,0,0,0,0,152,82,68,0,2,0,152,91,59,0,150,0,0,0,0,94,56,1,151,109,38,8,155,196,0.7755102040816326,0.5921052631578947,0.3881578947368421,0.6225165562913907,0.3642384105960264
270610076,Carpenter Twp,76,Carpenter Twp,Itasca,31,8,3,3A,5,9,8061,no data,1430,no data,Digital Scan 200,YES,111,4,0,99,0,0,99,69,27,0,1,2,0,0,0,0,0,99,56,36,5,1,0,98,68,29,0,97,0,0,0,0,66,29,0,97,72,24,3,99,115,0.8608695652173913,0.696969697,0.2727272727272727,0.6326530612244898,0.3469387755102041
270610110,Effie,110,Effie,Itasca,31,8,3,3A,5,9,8061,no data,1430,no data,Digital Scan 200,YES,53,2,0,39,0,0,39,22,16,0,1,0,0,0,0,0,0,39,20,17,2,0,0,39,25,14,0,39,0,0,0,0,22,16,0,39,27,12,0,39,55,0.7090909090909091,0.5641025641025641,0.4102564102564102,0.4375,0.5208333333333334
270610120,Feeley Twp,120,Feeley Twp,Itasca,31,8,7,7A,3,9,8061,no data,no data,no data,Digital Scan 200,YES,226,5,0,193,0,0,193,96,92,0,4,1,0,0,0,0,0,193,83,104,1,1,0,189,95,94,0,189,0,0,0,0,102,86,0,188,123,66,4,193,231,0.8354978354978355,0.4974093264248704,0.4766839378238341,0.5023474178403756,0.4741784037558685
270610125,Good Hope Twp,125,Good Hope Twp,Itasca,31,8,2,2B,1,9,8061,no data,no data,no data,Digital Scan 200,YES,79,3,0,70,0,0,70,50,20,0,0,0,0,0,0,0,0,70,48,22,0,0,0,70,51,18,0,69,0,0,0,0,52,18,0,70,44,22,4,70,82,0.8536585365853658,0.7142857142857143,0.2857142857142857,0.7857142857142857,0.2142857142857142
270610130,Goodland Twp,130,Goodland Twp,Itasca,31,8,7,7A,3,9,8061,no data,no data,no data,Digital Scan 200,NO,341,19,262,52,0,0,314,199,107,3,1,1,0,0,0,0,2,313,181,119,7,2,1,310,209,99,0,308,0,0,0,0,206,101,1,308,206,97,11,314,360,0.8694444444444445,0.6357827476038339,0.3418530351437699,0.5876623376623377,0.3896103896103896
270610135,Gran Prec,135,Gran Unorg,Itasca,31,8,7,7A,3,9,8061,no data,no data,no data,Digital Scan 200,YES,255,13,0,230,0,0,230,131,94,2,1,0,0,0,0,0,0,228,116,96,7,4,0,223,130,93,0,223,0,0,0,0,131,92,0,223,140,78,12,230,268,0.8507462686567164,0.5745614035087719,0.4122807017543859,0.5046296296296297,0.449074074
270610205,Inger Prec,205,Inger Unorg,Itasca,31,8,2,2B,1,9,8061,no data,no data,no data,Digital Scan 200,YES,153,6,0,122,0,0,122,48,74,0,0,0,0,0,0,0,0,122,46,74,0,0,0,120,50,71,0,121,0,0,0,0,52,70,0,122,93,23,6,122,159,0.7672955974842768,0.3934426229508196,0.6065573770491803,0.3306451612903225,0.6612903225806451
270610220,Kinghurst Twp,220,Kinghurst Twp,Itasca,31,8,3,3A,1,9,8061,no data,no data,no data,Digital Scan 200,YES,81,2,0,68,0,0,68,45,21,0,0,0,0,0,1,0,0,67,43,21,1,1,0,66,45,18,0,63,0,0,0,0,48,17,0,68,49,17,2,68,83,0.8072289156626506,0.6716417910447762,0.3134328358208955,0.7066666666666667,0.2533333333333333
